Index,Name,Address,latitude,longtitude,Phone,Website,Ranking,Open Hours,Images
64,Great Lengths Ireland,"1 Knapton Ct, York Rd, Dún Laoghaire, Dublin",53.2913532,-6.144366499999999,(01) 284 4982,None,None,[],https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DfUK_g10DzwmgZwCBlUxrg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=309.253&pitch=0&thumbfov=100
65,Obsessed Hair Salon,None,None,None,(061) 210 768,obsessedhairsalon.ie,4.7,"['9a.m.–7:30p.m.', 'Closed', 'Closed', '9a.m.–5:30p.m.', '9a.m.–5:30p.m.', '9a.m.–7:30p.m.', '9a.m.–7:30p.m.']",https://lh5.googleusercontent.com/p/AF1QipPUzIuFtKGS9FuWAvb-3jiswSOI0vOTCEVQ38Dk=w408-h272-k-no
66,Black Amber - Rathfarnham,"3 St Enda's Dr, Rathfarnham, Dublin 14, D14 N7C6",53.2891482,-6.283426599999999,(01) 493 2987,blackamber.ie,4.9,"['9a.m.–6p.m.', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–9p.m.', '9a.m.–8:30p.m.']",https://lh5.googleusercontent.com/p/AF1QipPZtg8fQF6_TnSxtuJbxP3jAiPbMETsfW4RUO-K=w408-h240-k-no-pi-0-ya204.66734-ro0-fo100
67,TONI&GUY Blackrock,"14 Main St, Blackrock, Co. Dublin, A94 Y406",53.3015785,-6.177512999999999,(01) 288 3240,toniandguy.ie,4.6,"['8:30a.m.–5p.m.', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–8p.m.', '9a.m.–7p.m.']",https://lh5.googleusercontent.com/p/AF1QipPuH26UmYeu9p3htyyOkN4gLz95VBagnm159NY3=w408-h244-k-no
68,Patrick Gildea Hairdressing & Beauty,"Unit 2b, Riverside Retail Park, Neil T Blaney Rd, Letterkenny, Co. Donegal",54.9459439,-7.7275993,(074) 912 5476,patrickgildea.ie,4.6,"['8a.m.–7p.m.', 'Closed', '9a.m.–8p.m.', '9a.m.–8p.m.', '9a.m.–8p.m.', '9a.m.–8p.m.', '9a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipNUkAyicQQGhYmzs12l3i-3Z0voyHLNI6uYurnl=w408-h270-k-no
69,Alan Keville for Hair,"Balcony Level Powerscourt Townhouse Centre, William St S, Dublin 2, DO2 HF95",53.3421854,-6.2625291,(01) 675 0022,kevillehair.com,4.7,"['9a.m.–5:30p.m.', 'Closed', '9:30a.m.–6p.m.', '9:30a.m.–6p.m.', '9:30a.m.–6p.m.', '9:30a.m.–8p.m.', '9:30a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipOI3K3IKrjuxxFvAx-6OyTx8gwrY2x9KBf1_3eh=w408-h507-k-no
70,Koka Hair Salon,"Left Bank Mall, Pearse St, Athlone, Co. Westmeath",53.4225748,-7.9448487,(090) 649 0361,None,4.9,[],https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PaW4MlroBHaFgMY_5OWPEQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=78.22123&pitch=0&thumbfov=100
71,K.Hair,"4 Kennedy Ave, Carlow, R93 NP63",52.8343831,-6.927975999999999,(059) 914 0433,None,4.6,"['8a.m.–6p.m.', 'Closed', '8a.m.–6p.m.', '8a.m.–6p.m.', '8a.m.–6p.m.', '8a.m.–8p.m.', '8a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipNkAdI2RIDKCKSG54Qh8Sn1nJ4eyBuia4cTiK_h=w408-h306-k-no
72,Mobile Hairdresser Ashbourne - Ireland,"Killegland, Ashbourne, Co. Meath",53.5112676,-6.4003688,089 226 4559,facebook.com,None,"['Open 24 hours', 'Open 24 hours', 'Open 24 hours', 'Open 24 hours', 'Open 24 hours', 'Open 24 hours', 'Open 24 hours']",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=D_R7uowzTVKgFajrlU8gmg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=52.90132&pitch=0&thumbfov=100
73,Ritzys Hair Salon,"William Street, Puttaghan, Tullamore, Co. Offaly, R35 FY92",53.2768127,-7.491416699999998,(057) 934 1036,ritzyshairsalon.ie,4.5,"['9a.m.–6p.m.', 'Closed', 'Closed', '9:30a.m.–6p.m.', '9:30a.m.–6p.m.', '9:30a.m.–7p.m.', '9:30a.m.–7p.m.']",https://lh5.googleusercontent.com/p/AF1QipOYgQMR9EL1LGyoaBwXfCAqM1UvBWiO8Oc19roP=w450-h240-k-no
74,Annette Hair Salon,"Dean St, Merchants Quay, Dublin",53.3390809,-6.2731328,087 225 7063,None,4.5,"['10a.m.–6p.m.', 'Closed', 'Closed', '10a.m.–8p.m.', '10a.m.–8p.m.', '10a.m.–8p.m.', '10a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipNA2FX1m0km4RFGjIPOK9OSTDxLOXuDbefEcUS7=w408-h408-k-no
75,House Of Colour,"64 Middle Abbey St, North City, Dublin 1, D01 X4C6",53.3480431,-6.2613185,(01) 878 3633,houseofcolour.ie,4.2,"['9a.m.–5p.m.', 'Closed', '10a.m.–5:30p.m.', '10a.m.–5:30p.m.', '10a.m.–5:30p.m.', '10a.m.–8p.m.', '10a.m.–7p.m.']",https://lh5.googleusercontent.com/p/AF1QipNyyhIymxFokUAMfPVWXq-I626CS5C3tlFW6PI-=w408-h272-k-no
76,Shinelle Hair Salon,"Rathronan, Bridgetown, Co. Wexford, Y35 N2H1",52.2438515,-6.553645299999999,087 995 2506,None,4.6,"['9a.m.–5:30p.m.', '11a.m.–5p.m.', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipPgzjIDBpR6USo4wDsFMI7xHo693ldy_ELijeae=w425-h240-k-no
77,Monicas Hair Salon,"8 Slaney St, Enniscorthy, Co. Wexford, Y21 D634",52.5020914,-6.567948299999999,087 712 2899,None,4.7,"['9a.m.–5:30p.m.', 'Closed', '9:30a.m.–4p.m.', '9:30a.m.–5:30p.m.', '9:30a.m.–5:30p.m.', '9:30a.m.–5p.m.', '9a.m.–5:30p.m.']",https://lh5.googleusercontent.com/p/AF1QipMZIL8l2vtI71H0p1BTeF2SR9VcbEMoaNU3J5Lp=w408-h544-k-no
78,Aidan Fitzgerald Hair Salon & Private Wig Boutique,"12 Main St, Blackrock, Co. Dublin, A94 W582",53.3016178,-6.1775794,(01) 288 6479,aidanfitzgerald.ie,4.7,"['8a.m.–8p.m.', 'Closed', '8a.m.–6p.m.', '8a.m.–6p.m.', '8a.m.–6p.m.', '8a.m.–8p.m.', '8a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipNAq-JB47Mpwk8g1QV_p1cMd__7wV4oOniS4UMW=w408-h544-k-no
79,Steel Magnolias Hairdressing Salon,"13 Aughrim St, Stoneybatter, Dublin, D07 NA49",53.3536136,-6.2871039,(01) 827 6161,m.facebook.com,4.9,"['9a.m.–5p.m.', 'Closed', 'Closed', 'Closed', '10a.m.–2p.m.', '10a.m.–8p.m.', '10a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipNPHYEFVAACavoGqbBNr48gWl4kWcG0m_c6Imoq=w426-h240-k-no
80,Pelo Hairdressing & Scalp Specialists,"95 Swords Rd, Whitehall, Dublin, D09 V840",53.3813876,-6.2454877,(01) 797 9358,pelohairdressing.ie,4.8,"['9a.m.–5:30p.m.', 'Closed', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–8p.m.', '9a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipOeVSks1WKonCXWdTgwj5A5Wu7pTgyrbvM1p-DJ=w408-h544-k-no
81,Hair World Studio,"9 Moore St, North City, Dublin 1, D01 V227",53.35002300000001,-6.262162099999999,None,None,None,"['Open 24 hours', 'Open 24 hours', 'Open 24 hours', 'Open 24 hours', 'Open 24 hours', 'Open 24 hours', 'Open 24 hours']",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Wg_ARq8XYzcwBSaTPQOtzg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=88.65024&pitch=0&thumbfov=100
82,Whetstone Aveda Concept Salon,"7 Parliament St, Temple Bar, Dublin, D02 RK76",53.3445052,-6.267202999999999,(01) 671 1344,whetstone.ie,4.1,"['9a.m.–6p.m.', 'Closed', 'Closed', '10a.m.–7p.m.', '10a.m.–8p.m.', '10a.m.–8p.m.', '9a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipOpdJpDIR4eKOTBCYU16Zd2EkZpJoCu0EUFcvip=w426-h240-k-no
83,Silke Hair and Beauty,"RA3 1P Beacon South Quarter, Sandyford, Dublin 18, Sandyford, Dublin 18, D18 VA43",53.2770608,-6.2162752,(01) 549 5996,silkehairandbeauty.com,4.8,"['9a.m.–5p.m.', 'Closed', 'Closed', '9a.m.–6p.m.', '9a.m.–7p.m.', '9a.m.–9p.m.', '9a.m.–7p.m.']",https://lh5.googleusercontent.com/p/AF1QipNBLhOT-7dTtqXsFKjN96g2aYEsNCaqnEoL98_M=w408-h862-k-no
84,Cocochoco Professional Ireland,"15 Anne St, Limerick, V94 NN93",52.6621708,-8.625419899999999,083 018 4097,cocochoco.ie,5.0,"['10a.m.–5p.m.', 'Closed', 'Closed', '10a.m.–5p.m.', '10a.m.–5p.m.', '10a.m.–5p.m.', '10a.m.–5p.m.']",https://lh5.googleusercontent.com/p/AF1QipOf8G-OcS0xrC8PMLaT7hyKF7arRXerWFs4y67d=w426-h240-k-no
85,Bellissimo Limerick,"Mount Kenneth Pl, Dock Rd, Limerick",52.6606459,-8.6343798,(061) 317 541,bellissimo.ie,4.6,"['9a.m.–5:30p.m.', 'Closed', '9a.m.–9p.m.', '9a.m.–9p.m.', '9a.m.–9p.m.', '9a.m.–9p.m.', '9a.m.–9p.m.']",https://lh5.googleusercontent.com/p/AF1QipOODwBMIb5DM-525M7pyrvdnNY31fYUgvooi0HN=w426-h240-k-no
86,Siobhans Hair Salon,"Emlaghfad Church of Ireland, Lord Edward St, Ballymote, Co. Sligo",54.0893315,-8.516332499999999,(071) 918 9099,None,5.0,[],https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WVE5cdXknbDOFFpZK3FLSQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=284.25864&pitch=0&thumbfov=100
87,Cathrionas hair group Dingle,"NO 3, The Tracks, Dingle, Co. Kerry, V92 F449",52.1389763,-10.2719014,(066) 915 1744,cathrionashairsalon.com,5.0,"['8a.m.–4p.m.', 'Closed', 'Closed', '9:30a.m.–5p.m.', '9:30a.m.–5p.m.', '9:30a.m.–7p.m.', '8:30a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipN2BD1GKNmYMOwAdp_7uB8R-1BJrUkd3_Z4t4We=w408-h271-k-no
88,House of Colour Academy,"The Times Building, D'Olier Street, Dublin",53.3460759,-6.258297,(01) 604 0717,houseofcolour.ie,4.4,"['9a.m.–5p.m.', 'Closed', '10a.m.–5:30p.m.', '10a.m.–5:30p.m.', '10a.m.–5:30p.m.', '10a.m.–8p.m.', '10a.m.–7p.m.']",https://lh5.googleusercontent.com/p/AF1QipMPpFO3L-F7BkswgjgSQE1-2uy_rrBkihH0DgmK=w408-h612-k-no
89,Conlemany by Organic Italian Hairdressing,"64A George's Street Upper, Dún Laoghaire, Dublin, A96 VK02",53.2894855,-6.1299586,087 719 4495,organicitalianhair.bio,4.6,"['9a.m.–5p.m.', '11a.m.–5p.m.', 'Closed', '9a.m.–5:30p.m.', '9a.m.–5:30p.m.', '10a.m.–7:30p.m.', '9:30a.m.–6:30p.m.']",https://lh5.googleusercontent.com/p/AF1QipOZHEyHEKDxJEyefobBdQHWBntzVE7l_Vyu2ZMD=w426-h240-k-no
90,Stylistic Hair Salon,"Unit 2, Roscam House, Roscam, Co. Galway, H91 VH32",53.2765486,-8.974511699999999,(091) 763 777,stylistic.ie,5.0,"['9a.m.–6p.m.', 'Closed', 'Closed', '10a.m.–6p.m.', '10a.m.–6p.m.', '9a.m.–8p.m.', '9a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipOEEYrbInEXIES_JwkB8BW4YyaNru_jPdq8oSB6=w408-h612-k-no
91,Hidden Hair & Beauty Studio,"73 John McCormack Ave, Walkinstown, Dublin, D12 P8X0",53.3194417,-6.3255897,None,hiddenhairandbeautystudio.com,5.0,"['9a.m.–2p.m.', 'Closed', '10a.m.–7p.m.', '10a.m.–8p.m.', '10a.m.–7p.m.', '10a.m.–7p.m.', '11a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipPtyGuBROubweGFyLZoyN2OvNlmnDskqxQbdEzx=w426-h240-k-no
92,The Makeover Studio,"Bridge St, Townparks, Carrick-On-Shannon, Co. Republic of Ireland",53.9445534,-8.0949384,(071) 961 6111,themakeoverstudios.com,4.8,"['9:30a.m.–6p.m.', 'Closed', 'Closed', '9:30a.m.–6p.m.', '9:30a.m.–6p.m.', '9:30a.m.–6p.m.', '9:30a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipMeV1pr-M23DKiyZs9GPcw09a6OA8WEJ4voZVDK=w720-h240-k-no
93,Zeba Hairdressing @ Arnotts,"12 Henry St, North City, Dublin 1",53.3492212,-6.2630526,(01) 873 5858,zeba.ie,4.4,"['9a.m.–7p.m.', '11a.m.–5p.m.', '9:30a.m.–7p.m.', '9:30a.m.–7p.m.', '9:30a.m.–7p.m.', '9:30a.m.–9p.m.', '9:30a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipMcyBYHbDdZphhjUftTXEnNuVxw0ixfMIHJIeyn=w408-h272-k-no
94,The Academy @ Robert Chambers Hairdressing,"Leverl 3, 69 Grafton Street, Dublin 2, D02 HC04",53.34107179999999,-6.2607051,(01) 677 1323,robertchambersacademy.ie,None,"['Closed', 'Closed', '9:30a.m.–5p.m.', '9:30a.m.–5p.m.', '9:30a.m.–5p.m.', '9:30a.m.–5p.m.', '9:30a.m.–5p.m.']",https://lh5.googleusercontent.com/p/AF1QipN3NX5j2DD_mLlI0vRBKEuZoCEM1NyRmIqTfuEG=w480-h240-k-no
95,Peter Mark Hairdressers Corrib Shopping Centre Galway,"Corrib Shopping Centre, Eyre St, Galway, H91 DP6R",53.2759459,-9.0503477,(091) 561 977,petermark.ie,4.4,"['9a.m.–6p.m.', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–9p.m.', '9a.m.–9p.m.']",https://lh5.googleusercontent.com/p/AF1QipM-nViwrnH5gz4NFDarfDkUQ4gI7XO-AHQReW7k=w408-h272-k-no
96,The Salon,"73/74 Patrick St, Dublin 8, D08 XT28",53.3414362,-6.2720334,(01) 416 4898,None,4.5,"['9a.m.–5:30p.m.', 'Closed', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipN0CVjAwiIachltuaj-FTO4u3WeHUeMQQ-mqaii=w408-h306-k-no
97,Rachyl's Hairstudio,"28 Pearse St, Athlone, Co. Westmeath, N37 P523",53.4219813,-7.9455939,085 810 0950,None,None,[],https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=M6GnDRYVTrPDuQ1hUtKQ_g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=88.93345&pitch=0&thumbfov=100
98,The Greene Room Hair & Makeup Salon,"Royal Parade, Shantraud, Killaloe, Co. Clare, V94 V024",52.8066039,-8.4397261,(061) 622 575,greeneroom.ie,5.0,"['9a.m.–6p.m.', 'Closed', 'Closed', '10a.m.–6p.m.', '10a.m.–6p.m.', '10a.m.–8p.m.', '9a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipOuTb1kSiIXkp7Xv11iAkLvXZyk-OizShh93rI3=w426-h240-k-no
99,The Hair Room,"Deanstown House, Unit 7, Blanchardstown, Dublin",53.3859062,-6.373466000000001,085 120 8321,thehairroom.ie,4.9,[],https://lh5.googleusercontent.com/p/AF1QipPAVKBZUYNP28vFbunbI5Wk7JH7TpZFpvSxE3IF=w408-h408-k-no
100,Elite Hair Extensions,None,None,None,(01) 814 0835,eliteextensions.ie,4.7,"['9a.m.–5p.m.', 'Closed', '9:30a.m.–6p.m.', '9:30a.m.–6p.m.', '9:30a.m.–8p.m.', '9:30a.m.–8p.m.', '9:30a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipPuInKx8r0wptVyHCPuHmCpiE8DfXDu1y5bBZEE=w408-h408-k-no
101,Fringe Hair Salon,"41 Thomas St, Limerick, V94 W188",52.6620411,-8.624721,None,None,None,[],https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sLEI2swywlrn8UBXBdqNRQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=218.48357&pitch=0&thumbfov=100
102,KD Hair Salon,"16 Mourne Rise, Newcastle BT33 0HE, United Kingdom",54.2228833,-5.8923889,+44 7549 958060,kdhairsalon.com,5.0,"['8a.m.–1p.m.', 'Closed', '8a.m.–5p.m.', '8a.m.–8p.m.', '8a.m.–5p.m.', '8a.m.–8p.m.', '8a.m.–2p.m.']",https://lh5.googleusercontent.com/p/AF1QipNDqZIALJHSBxEeXeqMekoVYLoaip8Kkd9xt9pw=w426-h240-k-no
103,Sunshine Hair Salon,"County Offaly, Tullamore, The Shopping mall, Market Square, Tullamore, Co. Offaly",53.2754797,-7.490365799999999,(057) 932 6861,None,4.1,"['9a.m.–6p.m.', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipO3qErI__bweF0nn4Fh9bKDGDii4atrZCju6nge=w408-h306-k-no
104,La Mode Hair & Beauty Phibsborough,"155 Phibsborough Rd, Cabra East, Dublin, D07 N207",53.3612616,-6.272449099999999,(01) 811 7518,lamode.ie,4.5,"['8:30a.m.–4:30p.m.', 'Closed', 'Closed', '9:30a.m.–6p.m.', '9:30a.m.–6p.m.', '9:30a.m.–8p.m.', '9:30a.m.–7p.m.']",https://lh5.googleusercontent.com/p/AF1QipMylUyMZmkCz_ee6qEZRZ1G7aI6PyGjxhfz3Os=w408-h408-k-no
105,Hairfairy,"21 Wicklow St, Dublin, D02 XV83",53.34310139999999,-6.2615653,None,None,5.0,[],https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0jfyE37SeXY_ldRwVKAl3w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=332.6541&pitch=0&thumbfov=100
106,Hairdressing Ana Elisa,None,None,None,None,None,None,[],https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=73V1cLVd-o0FjUH6z8dC2A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=123.269684&pitch=0&thumbfov=100
107,Headcase Hair Studio,"33 Parnell St, Waterford, X91 C1HC",52.2577209,-7.110946900000001,(051) 879 424,facebook.com,4.6,"['9a.m.–6p.m.', 'Closed', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipNdFy_M43VwCjh48zhISz8mugFsfBEhswt8Rs5M=w408-h306-k-no
108,TONI&GUY Dawson Street,"51A Dawson St, Dublin 2, D02 YK66",53.34252900000001,-6.257663699999999,(01) 671 4401,toniandguy.ie,4.7,"['9a.m.–6p.m.', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–8p.m.', '9a.m.–8p.m.', '9a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipP4MyrM6rN_TIQ0fephKqckDF06SSmUJHjXsxOZ=w408-h240-k-no-pi0-ya180-ro0-fo100
109,Rua Hair Salon,"52 Main St, Rathfarnham, Dublin 14, D14 YP66",53.29909610000001,-6.2850825,(01) 405 5652,ruahair.ie,4.7,"['9a.m.–5:30p.m.', 'Closed', 'Closed', '9a.m.–5:30p.m.', '9a.m.–5:30p.m.', '9a.m.–8p.m.', '9a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipPEMDu5DLU1VNl2uztRWuGwNo_S6jb_2vb5bLX3=w408-h344-k-no
110,Black Amber,"68 Main St, Gorey corporation lands, Gorey, Co. Wexford, Y25 CY83",52.6753227,-6.2953183,(053) 942 0419,blackamber.ie,4.9,"['9a.m.–6p.m.', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–9p.m.', '9a.m.–9p.m.']",https://lh5.googleusercontent.com/p/AF1QipOEpC9XQvLCfEDmGjZyCG6pJKIrdVzr_k4cCJI7=w408-h544-k-no
111,Streetlife Hair Salon,"5 William St, Gardens, Kilkenny, R95 FD79",52.6514804,-7.2538434,(056) 776 3877,streetlifehair.ie,5.0,"['9a.m.–5p.m.', 'Closed', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipP9xrYZjZM0H11WMPWbiVf5jivq5T6eKRgByz3I=w426-h240-k-no
112,Ilona's Hair Salon,"Tullyvarraga, Shannon, Co. Clare",52.7084909,-8.8790099,(061) 360 970,facebook.com,4.7,"['9a.m.–5p.m.', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–7p.m.', '9a.m.–7p.m.']",https://lh5.googleusercontent.com/p/AF1QipNPQKh4y_AlXL1o3g-DrY9XVAdRitVRw1MubLZ8=w408-h839-k-no
113,1501 Hair Salon,"Unit 2 Exchange Buildings, Long Walk, Dundalk, Co. Louth",54.004966,-6.403654,(042) 935 1510,1501.ie,4.6,"['9a.m.–5p.m.', 'Closed', '9a.m.–5:30p.m.', '9a.m.–5:30p.m.', '9a.m.–8p.m.', '9a.m.–5:30p.m.', '9a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipMWqa955XbUxvoGEFHrWg0QzTvfIkq_gU9U9814=w468-h240-k-no
114,Lemons Hair & Beauty Salon,"47/48 Clontarf Rd, Clontarf, Dublin, D03 N6K8",53.3630317,-6.219280299999999,(01) 833 7907,lemons.ie,4.3,"['9:30a.m.–5:30p.m.', 'Closed', '9:30a.m.–5:30p.m.', '9:30a.m.–8:30p.m.', '9:30a.m.–8:30p.m.', '9:30a.m.–8:30p.m.', '9:30a.m.–7p.m.']",https://lh5.googleusercontent.com/p/AF1QipM63iWUbrkGBIfhqyWFhOiaXnJPvmfyctv750WE=w408-h255-k-no
115,Salon Glow,"Roslevan Shopping Centre, Tulla Road, Ennis, Co. Clare",52.8566897,-8.9596093,(065) 686 8251,glow.ie,4.9,"['9a.m.–5:30p.m.', 'Closed', '9a.m.–7p.m.', '9a.m.–7p.m.', '9a.m.–7p.m.', '9a.m.–7p.m.', '9a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipPIHLYRsajnngZMm0bidYXJwpeBcJIeCDhtTcs=w426-h240-k-no
116,Hair & Co,"1 Meadow Brook, Carrownageelaun, Tulsk, Co. Roscommon, F45 HP68",53.7778164,-8.2486642,083 333 0802,hairandco.ie,4.8,"['8:30a.m.–5p.m.', 'Closed', 'Closed', '9:30a.m.–6p.m.', '9:30a.m.–6p.m.', '9:30a.m.–6p.m.', '9a.m.–6p.m.']",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=L2Tg0rVlt_70npcGSf41bg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=92.11032&pitch=0&thumbfov=100
117,Karen's Unisex Hair Salon,"3 Meadow View, Whitehall, Dublin, D14 V125",53.2881497,-6.264353900000001,(01) 626 4325,mytown.ie,5.0,[],https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JtgL-AEdYuVQOPrDUTfKjg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=259.0211&pitch=0&thumbfov=100
118,The Collective By Lloyds,"40-44 Patrick St, Waterford, X91 X3KF",52.2599149,-7.112879899999999,(051) 878 964,thecollectivebylloyds.ie,4.8,"['9a.m.–3p.m.', 'Closed', '9a.m.–8p.m.', '9a.m.–8p.m.', '9a.m.–5p.m.', '9a.m.–5p.m.', '9a.m.–5p.m.']",https://lh5.googleusercontent.com/p/AF1QipNjlcSBygDXKKNl0ntp7kOLn-ZkG0sQuYaJgsWS=w425-h240-k-no
119,Wildflower,"10 Ranelagh, Dublin 6, D06 K8Y2",53.32629009999999,-6.2557534,(01) 444 6708,wearewildflower.com,5.0,"['10a.m.–2p.m.', '3–9p.m.', 'Closed', '10a.m.–2p.m.', '3–9p.m.', '10a.m.–2p.m.', '3–9p.m.', '10a.m.–2p.m.', '3–9p.m.', '10a.m.–2p.m.', '3–9p.m.', '10a.m.–2p.m.', '3–9p.m.']",https://lh5.googleusercontent.com/p/AF1QipP9_ioxCMQy9exCNE-x2ZarbL4uqGM36rLGc7z-=w408-h271-k-no
120,Karma hair & beauty,"the w91ae81, 6 Blessington Rd, Naas, Co. Kildare, W91 T6CN",53.2097774,-6.6460272,(045) 857 597,facebook.com,4.2,"['Closed', 'Closed', 'Open 24 hours', 'Open 24 hours', 'Open 24 hours', 'Open 24 hours', 'Open 24 hours']",https://lh5.googleusercontent.com/p/AF1QipMEtm3aTXc4PpsrS2KfNkw3DTXxc38uVbdvZloe=w408-h544-k-no
121,Angelz Hair Salon,None,None,None,,None,3.8,[],https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7wnvqxzGpazH-CDv4NoJdQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=285.7866&pitch=0&thumbfov=100
122,Pauline's Hair Salon,"131C, Slaney Rd, Dublin Industrial Estate, Dublin 11",53.3718598,-6.285756699999999,086 050 5826,None,4.8,"['8a.m.–6p.m.', 'Closed', '8a.m.–6p.m.', '8a.m.–6p.m.', '8a.m.–6p.m.', '8a.m.–6p.m.', '8a.m.–6p.m.']",https://maps.gstatic.com/tactile/pane/default_geocode-2x.png
123,Capelli Hair & Beauty,"Octagon, Cahernamart, Westport, Co. Mayo",53.7993259,-9.524533,(098) 50520,capelli.ie,4.4,"['9a.m.–6p.m.', 'Closed', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipNJOJaGLIAyHK2NpqbY4M_qmSFJxj9YxyBmX2es=w427-h240-k-no
124,ZINC Hair & Beauty,"637 S Circular Rd, Kilmainham, Dublin, D08 FY54",53.34021569999999,-6.3078397,(01) 454 4225,zinchairandbeauty.com,4.8,"['9a.m.–4:30p.m.', 'Closed', '9:30a.m.–8p.m.', '9:30a.m.–6p.m.', '9:30a.m.–6p.m.', '9:30a.m.–8p.m.', '9:30a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipOR_XcnWz6ahznJlBBZx27cZbYepbc_7DItv0V_=w408-h839-k-no
125,Black Angel hair salon ltd,"23 Main St, Leixlip, Co. Kildare, W23 V8X4",53.3641392,-6.488195699999999,(01) 624 4602,None,5.0,"['9a.m.–5p.m.', 'Closed', '9a.m.–5p.m.', '9a.m.–5p.m.', '9a.m.–5p.m.', '9a.m.–9p.m.', '9a.m.–7:30p.m.']",https://lh5.googleusercontent.com/p/AF1QipPtLm1GeTl5v2z997BCaInrqau3uTHjs3ZMNoAR=w408-h414-k-no
